#Program: R2: Genomics analysis and visualization platform,,,,
#Website: https://r2.amc.nl,,,,
#Support: r2-support@amsterdamumc.nl,,,,
#Date: 2025-02-22 (19:48:29),,,,
#Comparison: groups,,,,
#Data transformation: transform_log2,,,,
#Dataset: ps_avgpres_broadgbm540_u133a,,,,
#Groups: mesenchymal;proneural,,,,
#Minimal presentcalls: 1,,,,
#Number of lines: 3246,,,,
#Output: anova fdr p<=0.01,,,,
#Pretty_dataset: Tumor Glioblastoma - TCGA - 540 - MAS5.0 - u133a,,,,
"#Subset: subtype~mesenchymal,proneural (n=51)",,,,
#Test: anova,,,,
#Track: subtype,,,,
#Values field: ,,,,
#H:probeset,hugo,corrected-pvalue,log2fc,sublist
201050_at,PLD3,0.00130334,-0.640811614,subtype: mesenchymal >= proneural
220892_s_at,PSAT1,4.72E-06,1.54555402,subtype: mesenchymal < proneural
218193_s_at,GOLT1B,0.001307195,-0.575468204,subtype: mesenchymal >= proneural
218641_at,C11ORF95,8.15E-06,1.073525999,subtype: mesenchymal < proneural
205488_at,GZMA,0.00132467,-1.86825552,subtype: mesenchymal >= proneural
37145_at,GNLY,0.001337298,-1.885373677,subtype: mesenchymal >= proneural
211730_s_at,POLR2L,0.001337452,-0.574588549,subtype: mesenchymal >= proneural
209781_s_at,KHDRBS3,2.05E-06,0.962437768,subtype: mesenchymal < proneural
216667_at,ECRP,0.001343014,-1.715699831,subtype: mesenchymal >= proneural
219728_at,MYOT,0.006393055,1.692810277,subtype: mesenchymal < proneural
203915_at,CXCL9,0.001343372,-1.829957986,subtype: mesenchymal >= proneural
221864_at,ORAI3,0.00134924,-0.623603385,subtype: mesenchymal >= proneural
202565_s_at,SVIL,0.001353787,-1.265928167,subtype: mesenchymal >= proneural
205831_at,CD2,0.00136954,-1.480770741,subtype: mesenchymal >= proneural
201667_at,GJA1,0.001381023,-1.049718974,subtype: mesenchymal >= proneural
214046_at,FUT9,1.96E-06,2.317164017,subtype: mesenchymal < proneural
209595_at,GTF2F2,0.002971968,0.68978776,subtype: mesenchymal < proneural
221827_at,RBCK1,0.001385147,-0.580413637,subtype: mesenchymal >= proneural
221226_s_at,ASIC4,0.007867833,1.655580411,subtype: mesenchymal < proneural
205881_at,ZNF74,0.000160571,0.964431147,subtype: mesenchymal < proneural
217605_at,USP27X,0.005210966,0.496672224,subtype: mesenchymal < proneural
202227_s_at,BRD8,5.71E-05,0.524239464,subtype: mesenchymal < proneural
214765_s_at,NAAA,0.001385395,-0.974462039,subtype: mesenchymal >= proneural
201659_s_at,ARL1,0.001394186,-0.424782978,subtype: mesenchymal >= proneural
204225_at,HDAC4,0.001204777,0.644427448,subtype: mesenchymal < proneural
206274_s_at,CROCC,0.004071787,0.88691283,subtype: mesenchymal < proneural
219234_x_at,SCRN3,0.000162492,0.779304227,subtype: mesenchymal < proneural
213269_at,ZNF248,7.60E-08,1.278458635,subtype: mesenchymal < proneural
202603_at,ADAM10,0.001396675,-0.427164171,subtype: mesenchymal >= proneural
220189_s_at,MGAT4B,0.001408011,-0.514961925,subtype: mesenchymal >= proneural
218141_at,UBE2O,1.93E-05,0.604249495,subtype: mesenchymal < proneural
201391_at,TRAP1,2.40E-05,0.757720401,subtype: mesenchymal < proneural
219364_at,DHX58,0.001415927,-1.594050417,subtype: mesenchymal >= proneural
219212_at,HSPA14,0.004297815,0.522647004,subtype: mesenchymal < proneural
209909_s_at,TGFB2,0.001426068,-1.455008887,subtype: mesenchymal >= proneural
201924_at,AFF1,0.001426104,-0.497421993,subtype: mesenchymal >= proneural
211065_x_at,PFKL,0.001440709,-0.572123712,subtype: mesenchymal >= proneural
204040_at,RNF144A,2.89E-05,1.250547015,subtype: mesenchymal < proneural
209536_s_at,EHD4,0.001444538,-0.702481904,subtype: mesenchymal >= proneural
213222_at,PLCB1,3.44E-06,1.390088198,subtype: mesenchymal < proneural
206024_at,HPD,0.001451314,-1.829535442,subtype: mesenchymal >= proneural
218952_at,PCSK1N,0.000105835,1.521755497,subtype: mesenchymal < proneural
212441_at,KIAA0232,0.002781772,0.57257043,subtype: mesenchymal < proneural
214454_at,ADAMTS2,0.001468527,-1.663463001,subtype: mesenchymal >= proneural
201068_s_at,PSMC2,0.001491198,-0.340081236,subtype: mesenchymal >= proneural
209998_at,PIGO,0.001501972,-0.427962396,subtype: mesenchymal >= proneural
220346_at,MTHFD2L,2.40E-05,1.044680615,subtype: mesenchymal < proneural
219947_at,CLEC4A,0.00150239,-1.07154218,subtype: mesenchymal >= proneural
209824_s_at,ARNTL,0.001506193,-0.745050448,subtype: mesenchymal >= proneural
219663_s_at,TMEM121,0.00017246,1.341776732,subtype: mesenchymal < proneural
209112_at,CDKN1B,2.30E-08,1.052417349,subtype: mesenchymal < proneural
218824_at,PNMAL1,2.76E-05,1.005516872,subtype: mesenchymal < proneural
215379_x_at,IGLV1-44,0.001520521,-2.200638407,subtype: mesenchymal >= proneural
202209_at,LSM3,4.70E-05,0.472511296,subtype: mesenchymal < proneural
205478_at,PPP1R1A,0.003308795,2.216139201,subtype: mesenchymal < proneural
209849_s_at,RAD51C,1.12E-05,0.670896862,subtype: mesenchymal < proneural
203494_s_at,CEP57,1.60E-05,0.611403221,subtype: mesenchymal < proneural
217755_at,HN1,1.46E-06,1.055543353,subtype: mesenchymal < proneural
220055_at,ZNF287,0.000170723,0.780945717,subtype: mesenchymal < proneural
219718_at,FGGY,0.001529906,-0.544048072,subtype: mesenchymal >= proneural
221230_s_at,ARID4B,0.003553957,0.415362965,subtype: mesenchymal < proneural
221203_s_at,YEATS2,0.0006415,0.581751844,subtype: mesenchymal < proneural
210341_at,MYT1,1.86E-10,4.561905714,subtype: mesenchymal < proneural
215307_at,ZNF529,8.76E-07,1.453628804,subtype: mesenchymal < proneural
214030_at,CRYBG3,0.001546255,-0.584794835,subtype: mesenchymal >= proneural
202422_s_at,ACSL4,0.001552488,-0.519287855,subtype: mesenchymal >= proneural
218253_s_at,EIF2D,0.001557877,-0.484673595,subtype: mesenchymal >= proneural
209651_at,TGFB1I1,0.001558026,-0.767768013,subtype: mesenchymal >= proneural
210517_s_at,AKAP12,0.001563672,-0.989207201,subtype: mesenchymal >= proneural
206724_at,CBX4,0.005568095,0.587057963,subtype: mesenchymal < proneural
218630_at,MKS1,0.000484505,0.610199951,subtype: mesenchymal < proneural
205234_at,SLC16A4,0.001563823,-0.975286393,subtype: mesenchymal >= proneural
214677_x_at,IGLC1,0.001567613,-2.85993884,subtype: mesenchymal >= proneural
204797_s_at,EML1,0.001574517,-0.561301507,subtype: mesenchymal >= proneural
203732_at,TRIP4,0.001574765,-0.859709361,subtype: mesenchymal >= proneural
213894_at,THSD7A,0.000419608,1.589854601,subtype: mesenchymal < proneural
46256_at,SPSB3,0.000155009,0.588296724,subtype: mesenchymal < proneural
209453_at,SLC9A1,0.001599407,-0.488365167,subtype: mesenchymal >= proneural
221830_at,RAP2A,0.000556676,0.822915276,subtype: mesenchymal < proneural
210705_s_at,TRIM5,0.00160758,-0.713243889,subtype: mesenchymal >= proneural
201737_s_at,6-Mar,3.29E-06,0.666958525,subtype: mesenchymal < proneural
219590_x_at,DPH5,8.82E-05,0.502479114,subtype: mesenchymal < proneural
201795_at,LBR,0.002096554,0.587473462,subtype: mesenchymal < proneural
218224_at,PNMA1,0.001646809,0.551047136,subtype: mesenchymal < proneural
212356_at,KHNYN,0.00161621,-1.40022977,subtype: mesenchymal >= proneural
203167_at,TIMP2,0.001635628,-0.473286851,subtype: mesenchymal >= proneural
211203_s_at,CNTN1,1.90E-06,1.979632286,subtype: mesenchymal < proneural
211276_at,TCEAL2,0.000242251,1.660012987,subtype: mesenchymal < proneural
218319_at,PELI1,5.18E-05,0.651094635,subtype: mesenchymal < proneural
212934_at,UBXN2B,0.006971002,0.335790999,subtype: mesenchymal < proneural
220698_at,MGC4294,0.001650294,-1.464057435,subtype: mesenchymal >= proneural
201574_at,ETF1,0.001651093,-0.418797041,subtype: mesenchymal >= proneural
210690_at,KLRC4,0.000103849,2.120098318,subtype: mesenchymal < proneural
203088_at,FBLN5,0.001652113,-2.016810047,subtype: mesenchymal >= proneural
217844_at,CTDSP1,0.001678729,-0.558374248,subtype: mesenchymal >= proneural
203823_at,RGS3,0.001685841,-0.791077518,subtype: mesenchymal >= proneural
211962_s_at,ZFP36L1,0.001686388,-0.639879139,subtype: mesenchymal >= proneural
219648_at,MREG,0.001703085,-1.024264462,subtype: mesenchymal >= proneural
212218_s_at,FASN,0.000320242,0.799854961,subtype: mesenchymal < proneural
213308_at,SHANK2,3.91E-05,1.95664717,subtype: mesenchymal < proneural
209159_s_at,NDRG4,0.009497482,0.98424632,subtype: mesenchymal < proneural
206765_at,KCNJ2,0.001724994,-0.780519214,subtype: mesenchymal >= proneural
217892_s_at,LIMA1,0.007433524,0.74677817,subtype: mesenchymal < proneural
203835_at,LRRC32,0.001736033,-1.284605402,subtype: mesenchymal >= proneural
31846_at,RHOD,0.001742092,-0.848716295,subtype: mesenchymal >= proneural
210016_at,MYT1L,0.007604231,2.035479552,subtype: mesenchymal < proneural
200695_at,PPP2R1A,0.000838552,0.511873568,subtype: mesenchymal < proneural
211471_s_at,RAB36,0.001754098,-1.31551651,subtype: mesenchymal >= proneural
204327_s_at,ZNF202,0.00098753,0.515560036,subtype: mesenchymal < proneural
219414_at,CLSTN2,0.00014066,1.579191501,subtype: mesenchymal < proneural
201247_at,SREBF2,0.000204695,0.726752729,subtype: mesenchymal < proneural
214054_at,DOK2,0.001760462,-0.956057834,subtype: mesenchymal >= proneural
205480_s_at,UGP2,0.001764483,-0.554551516,subtype: mesenchymal >= proneural
205464_at,SCNN1B,0.001766666,-1.684629201,subtype: mesenchymal >= proneural
212066_s_at,USP34,0.00512436,0.394970211,subtype: mesenchymal < proneural
209101_at,CTGF,0.00177179,-1.234135278,subtype: mesenchymal >= proneural
205039_s_at,IKZF1,0.001775215,-0.999660408,subtype: mesenchymal >= proneural
204121_at,GADD45G,1.01E-06,2.25369235,subtype: mesenchymal < proneural
212840_at,UBXN7,0.000369868,0.520184713,subtype: mesenchymal < proneural
208691_at,TFRC,0.001783594,-0.641350676,subtype: mesenchymal >= proneural
217080_s_at,HOMER2,0.00183333,-0.899093998,subtype: mesenchymal >= proneural
219392_x_at,PRR11,0.005199043,0.443759791,subtype: mesenchymal < proneural
211048_s_at,PDIA4,0.001837256,-0.562682749,subtype: mesenchymal >= proneural
219265_at,MOB3B,0.000137759,0.863826273,subtype: mesenchymal < proneural
218841_at,ASB8,0.00051988,0.520399011,subtype: mesenchymal < proneural
218903_s_at,NABP2,0.001466423,0.635372604,subtype: mesenchymal < proneural
217790_s_at,SSR3,0.001841612,-0.533824606,subtype: mesenchymal >= proneural
201934_at,WDR82,0.004499194,0.443530856,subtype: mesenchymal < proneural
212199_at,MRFAP1L1,0.002743326,0.347856396,subtype: mesenchymal < proneural
220761_s_at,TAOK3,0.009544521,0.455327826,subtype: mesenchymal < proneural
200650_s_at,LDHA,0.001842193,-0.853502046,subtype: mesenchymal >= proneural
201153_s_at,MBNL1,0.001842364,-0.366971238,subtype: mesenchymal >= proneural
45687_at,PRR14,0.004624424,0.381248354,subtype: mesenchymal < proneural
219797_at,MGAT4A,0.001842789,-0.71697754,subtype: mesenchymal >= proneural
218237_s_at,SLC38A1,2.00E-05,1.61182943,subtype: mesenchymal < proneural
212592_at,IGJ,0.001845966,-3.089527067,subtype: mesenchymal >= proneural
204165_at,WASF1,1.54E-08,1.662747039,subtype: mesenchymal < proneural
218445_at,H2AFY2,0.000253573,1.778944831,subtype: mesenchymal < proneural
213338_at,TMEM158,0.001846174,-1.339525395,subtype: mesenchymal >= proneural
218632_at,HECTD3,0.001875311,-0.520468938,subtype: mesenchymal >= proneural
212439_at,IP6K1,0.000880448,0.557501505,subtype: mesenchymal < proneural
201427_s_at,SEPP1,0.001880047,-0.714164594,subtype: mesenchymal >= proneural
213259_s_at,SARM1,0.000183642,1.317010716,subtype: mesenchymal < proneural
216307_at,DGKB,4.57E-05,2.262671959,subtype: mesenchymal < proneural
221647_s_at,RIC8A,0.001884545,-0.476439278,subtype: mesenchymal >= proneural
209421_at,MSH2,0.003047993,0.535242094,subtype: mesenchymal < proneural
204566_at,PPM1D,2.05E-05,0.749285187,subtype: mesenchymal < proneural
209679_s_at,SMAGP,0.001901081,-1.834912545,subtype: mesenchymal >= proneural
217940_s_at,CARKD,0.0034556,0.583515881,subtype: mesenchymal < proneural
200837_at,BCAP31,0.001901324,-0.337838872,subtype: mesenchymal >= proneural
47069_at,PRR5,0.001906395,-0.807631963,subtype: mesenchymal >= proneural
205413_at,MPPED2,6.90E-06,2.788573489,subtype: mesenchymal < proneural
219668_at,GDAP1L1,4.39E-06,2.192282706,subtype: mesenchymal < proneural
200726_at,PPP1CC,8.89E-05,0.451901873,subtype: mesenchymal < proneural
201468_s_at,NQO1,0.001933562,-1.023832937,subtype: mesenchymal >= proneural
220522_at,CRB1,6.16E-06,2.33165131,subtype: mesenchymal < proneural
212345_s_at,CREB3L2,0.001940287,-0.542345195,subtype: mesenchymal >= proneural
213524_s_at,G0S2,0.001963229,-1.76812406,subtype: mesenchymal >= proneural
206129_s_at,ARSB,0.001964359,-0.714881874,subtype: mesenchymal >= proneural
219432_at,EVC,0.001965746,-1.469271999,subtype: mesenchymal >= proneural
200616_s_at,MLEC,0.001967445,-0.487272013,subtype: mesenchymal >= proneural
219116_s_at,DCUN1D2,0.000258608,0.736239423,subtype: mesenchymal < proneural
202950_at,CRYZ,0.001967988,-0.766131632,subtype: mesenchymal >= proneural
206782_s_at,DNAJC4,0.00197715,-0.481979687,subtype: mesenchymal >= proneural
203102_s_at,MGAT2,0.001988938,-0.361831872,subtype: mesenchymal >= proneural
209541_at,IGF1,0.001993772,-0.954625321,subtype: mesenchymal >= proneural
200805_at,LMAN2,0.002015871,-0.377640939,subtype: mesenchymal >= proneural
209187_at,DR1,0.003878226,0.434869788,subtype: mesenchymal < proneural
216834_at,RGS1,0.002016031,-1.16910746,subtype: mesenchymal >= proneural
218673_s_at,ATG7,0.002016244,-0.477313723,subtype: mesenchymal >= proneural
209272_at,NAB1,0.000301523,0.518996491,subtype: mesenchymal < proneural
36084_at,CUL7,0.002038667,-0.658287275,subtype: mesenchymal >= proneural
207876_s_at,FLNC,0.002042551,-1.434251487,subtype: mesenchymal >= proneural
218481_at,EXOSC5,4.73E-05,0.70604084,subtype: mesenchymal < proneural
219932_at,SLC27A6,0.00205864,-1.868810955,subtype: mesenchymal >= proneural
219587_at,TTC12,0.002062051,-1.462350844,subtype: mesenchymal >= proneural
202545_at,PRKCD,0.00206614,-1.405682536,subtype: mesenchymal >= proneural
203432_at,TMPO,0.000243575,0.860678092,subtype: mesenchymal < proneural
201609_x_at,ICMT,0.002068023,-0.435096951,subtype: mesenchymal >= proneural
208398_s_at,TBPL1,0.000417557,0.703915115,subtype: mesenchymal < proneural
206392_s_at,RARRES1,0.002068089,-2.317773627,subtype: mesenchymal >= proneural
207857_at,LILRA2,0.002100501,-0.695226204,subtype: mesenchymal >= proneural
212886_at,CCDC69,0.002116876,-0.886742476,subtype: mesenchymal >= proneural
203564_at,FANCG,0.000281906,0.743474892,subtype: mesenchymal < proneural
211012_s_at,PML,0.002120457,-1.132558652,subtype: mesenchymal >= proneural
220668_s_at,DNMT3B,0.004639054,0.684791783,subtype: mesenchymal < proneural
215933_s_at,HHEX,0.002136694,-0.719376146,subtype: mesenchymal >= proneural
212396_s_at,EMC1,0.002151501,-0.575917464,subtype: mesenchymal >= proneural
52975_at,MVB12B,2.51E-06,1.095625025,subtype: mesenchymal < proneural
209271_at,BPTF,0.000432401,0.605375697,subtype: mesenchymal < proneural
221848_at,ZGPAT,0.002154252,-0.5286215,subtype: mesenchymal >= proneural
220584_at,FLJ22184,7.33E-09,3.616470143,subtype: mesenchymal < proneural
205292_s_at,HNRNPA2B1,9.02E-05,0.518751071,subtype: mesenchymal < proneural
202587_s_at,AK1,0.009630255,0.730135422,subtype: mesenchymal < proneural
208189_s_at,MYO7A,0.00218516,-1.051493595,subtype: mesenchymal >= proneural
221094_s_at,ELP3,0.009216822,0.354140461,subtype: mesenchymal < proneural
203149_at,PVRL2,0.002186298,-0.731208787,subtype: mesenchymal >= proneural
205356_at,USP13,0.005953624,0.576398899,subtype: mesenchymal < proneural
210814_at,TRPC3,0.008903317,1.327252926,subtype: mesenchymal < proneural
200621_at,CSRP1,0.002192442,-0.918050181,subtype: mesenchymal >= proneural
202415_s_at,HSPBP1,0.000842652,0.47244777,subtype: mesenchymal < proneural
219677_at,SPSB1,0.0022171,-0.715323741,subtype: mesenchymal >= proneural
209558_s_at,HIP1R,3.87E-06,1.522296245,subtype: mesenchymal < proneural
206645_s_at,NR0B1,3.60E-09,4.250351894,subtype: mesenchymal < proneural
212540_at,CDC34,0.002050641,0.513915176,subtype: mesenchymal < proneural
211935_at,ARL6IP1,0.000287654,0.354742194,subtype: mesenchymal < proneural
220543_at,C21ORF62,0.002217274,-1.964206524,subtype: mesenchymal >= proneural
211908_x_at,IGK@,0.002226073,-1.543169202,subtype: mesenchymal >= proneural
202326_at,EHMT2,0.000519187,0.655543843,subtype: mesenchymal < proneural
202043_s_at,SMS,0.002226937,-0.54265861,subtype: mesenchymal >= proneural
212603_at,MRPS31,0.000120761,0.573019341,subtype: mesenchymal < proneural
219908_at,DKK2,0.002249852,-1.839556182,subtype: mesenchymal >= proneural
203679_at,TMED1,0.002253926,-0.35440825,subtype: mesenchymal >= proneural
213278_at,MTMR9,3.57E-05,0.782701317,subtype: mesenchymal < proneural
201919_at,SLC25A36,8.70E-06,0.591785492,subtype: mesenchymal < proneural
209445_x_at,COA1,0.009986618,0.454147219,subtype: mesenchymal < proneural
205811_at,POLG2,0.000313559,0.550729892,subtype: mesenchymal < proneural
38043_at,FAM3A,0.002273903,-0.489340493,subtype: mesenchymal >= proneural
212334_at,GNS,0.002281594,-0.544012977,subtype: mesenchymal >= proneural
202246_s_at,CDK4,0.002799426,1.370933603,subtype: mesenchymal < proneural
205805_s_at,ROR1,0.00228369,-0.96905861,subtype: mesenchymal >= proneural
201176_s_at,ARCN1,0.002284234,-0.312119588,subtype: mesenchymal >= proneural
202709_at,FMOD,0.002308076,-1.510789206,subtype: mesenchymal >= proneural
215807_s_at,PLXNB1,0.000170803,1.723078719,subtype: mesenchymal < proneural
202958_at,PTPN9,0.002317859,-0.580460173,subtype: mesenchymal >= proneural
202971_s_at,DYRK2,0.009390832,0.620755733,subtype: mesenchymal < proneural
203741_s_at,ADCY7,0.002319459,-0.627022321,subtype: mesenchymal >= proneural
204401_at,KCNN4,0.002328049,-1.695320062,subtype: mesenchymal >= proneural
221646_s_at,ZDHHC11,0.000453259,1.371126037,subtype: mesenchymal < proneural
212614_at,ARID5B,0.002350968,-0.576208842,subtype: mesenchymal >= proneural
221912_s_at,CCDC28B,1.58E-07,1.128318863,subtype: mesenchymal < proneural
206335_at,GALNS,0.002355078,-0.472818312,subtype: mesenchymal >= proneural
218926_at,MYNN,4.89E-05,0.464613075,subtype: mesenchymal < proneural
209193_at,PIM1,0.002364382,-0.705293521,subtype: mesenchymal >= proneural
206330_s_at,SHC3,0.001284362,1.666843134,subtype: mesenchymal < proneural
219196_at,SCG3,4.04E-07,2.957119538,subtype: mesenchymal < proneural
201342_at,SNRPC,0.002949983,0.418830741,subtype: mesenchymal < proneural
218875_s_at,FBXO5,0.006553306,0.748182273,subtype: mesenchymal < proneural
208436_s_at,IRF7,0.00238335,-0.620801407,subtype: mesenchymal >= proneural
212985_at,APBB2,1.03E-08,1.213115111,subtype: mesenchymal < proneural
219202_at,RHBDF2,0.002386565,-0.796912394,subtype: mesenchymal >= proneural
210753_s_at,EPHB1,5.66E-08,3.006634206,subtype: mesenchymal < proneural
208970_s_at,UROD,0.002387929,-0.430747232,subtype: mesenchymal >= proneural
210105_s_at,FYN,0.000401518,0.606482937,subtype: mesenchymal < proneural
200608_s_at,RAD21,2.32E-08,0.599768787,subtype: mesenchymal < proneural
201614_s_at,RUVBL1,0.006308044,0.488558981,subtype: mesenchymal < proneural
205231_s_at,EPM2A,0.003018154,0.602412205,subtype: mesenchymal < proneural
213820_s_at,STARD5,0.002391069,-1.15051607,subtype: mesenchymal >= proneural
202020_s_at,LANCL1,3.87E-05,0.606819307,subtype: mesenchymal < proneural
37012_at,CAPZB,0.002393494,-0.350638188,subtype: mesenchymal >= proneural
202423_at,KAT6A,0.000196939,0.486827525,subtype: mesenchymal < proneural
219667_s_at,BANK1,0.002406204,-1.690369388,subtype: mesenchymal >= proneural
208923_at,CYFIP1,0.002413747,-0.483673175,subtype: mesenchymal >= proneural
52940_at,SIGIRR,0.002435958,-0.721560059,subtype: mesenchymal >= proneural
200750_s_at,RAN,0.006064474,0.341344176,subtype: mesenchymal < proneural
201470_at,GSTO1,0.00244819,-0.673655257,subtype: mesenchymal >= proneural
202261_at,VPS72,2.62E-07,0.817868492,subtype: mesenchymal < proneural
216026_s_at,POLE,0.000296684,0.63321089,subtype: mesenchymal < proneural
220000_at,SIGLEC5,0.002453017,-1.408621739,subtype: mesenchymal >= proneural
206045_s_at,NOL4,2.64E-08,1.840012877,subtype: mesenchymal < proneural
209257_s_at,SMC3,5.73E-06,0.833514241,subtype: mesenchymal < proneural
202080_s_at,TRAK1,0.000122804,0.838573708,subtype: mesenchymal < proneural
203780_at,MPZL2,0.002453781,-1.147636842,subtype: mesenchymal >= proneural
222272_x_at,SCIN,0.00245905,-0.916343863,subtype: mesenchymal >= proneural
214730_s_at,GLG1,0.002493117,-0.438498084,subtype: mesenchymal >= proneural
209842_at,SOX10,0.000106215,2.66490724,subtype: mesenchymal < proneural
204867_at,GCHFR,0.002503147,-1.705096568,subtype: mesenchymal >= proneural
212652_s_at,SNX4,5.64E-07,0.633971062,subtype: mesenchymal < proneural
218127_at,NFYB,0.000940258,0.463454845,subtype: mesenchymal < proneural
213549_at,PDZD8,0.001891311,0.533260802,subtype: mesenchymal < proneural
203599_s_at,WBP4,0.002171808,0.501088575,subtype: mesenchymal < proneural
205443_at,SNAPC1,0.002509616,-0.493923428,subtype: mesenchymal >= proneural
200663_at,CD63,0.002511716,-0.405979956,subtype: mesenchymal >= proneural
203868_s_at,VCAM1,0.002521178,-1.511259112,subtype: mesenchymal >= proneural
207219_at,ZFP69B,0.000521091,1.311493213,subtype: mesenchymal < proneural
220230_s_at,CYB5R2,0.002523363,-1.161292821,subtype: mesenchymal >= proneural
205609_at,ANGPT1,0.002523688,-1.823269139,subtype: mesenchymal >= proneural
212297_at,ATP13A3,0.002573284,-0.577360167,subtype: mesenchymal >= proneural
206106_at,MAPK12,0.001874483,0.637858122,subtype: mesenchymal < proneural
219137_s_at,MFF,4.19E-08,0.847264441,subtype: mesenchymal < proneural
203849_s_at,KIF1A,2.64E-05,1.69421233,subtype: mesenchymal < proneural
212727_at,DLG3,0.008385563,0.703626725,subtype: mesenchymal < proneural
218818_at,FHL3,0.002613322,-0.982574019,subtype: mesenchymal >= proneural
204638_at,ACP5,0.002613729,-1.825327922,subtype: mesenchymal >= proneural
206188_at,ZNF623,0.008540685,0.372906713,subtype: mesenchymal < proneural
213677_s_at,PMS1,0.000117689,0.595470905,subtype: mesenchymal < proneural
206051_at,ELAVL4,7.06E-05,2.497802337,subtype: mesenchymal < proneural
209731_at,NTHL1,4.97E-06,0.913246646,subtype: mesenchymal < proneural
213103_at,STARD13,0.002617938,-0.665845221,subtype: mesenchymal >= proneural
203083_at,THBS2,0.002621551,-1.157963463,subtype: mesenchymal >= proneural
213476_x_at,TUBB3,4.49E-05,0.844507397,subtype: mesenchymal < proneural
202788_at,MAPKAPK3,0.002622734,-0.54703332,subtype: mesenchymal >= proneural
206601_s_at,HOXD3,0.000667113,2.530529079,subtype: mesenchymal < proneural
212657_s_at,IL1RN,0.002638035,-1.700048634,subtype: mesenchymal >= proneural
219470_x_at,CCNJ,0.009114358,0.584407564,subtype: mesenchymal < proneural
213007_at,FANCI,0.00050299,1.212608403,subtype: mesenchymal < proneural
217789_at,SNX6,0.002649348,-0.485466951,subtype: mesenchymal >= proneural
209501_at,CDR2,0.002651197,-0.627580776,subtype: mesenchymal >= proneural
218411_s_at,MBIP,0.008189632,0.5467872,subtype: mesenchymal < proneural
209096_at,UBE2V2,0.004558658,0.366636582,subtype: mesenchymal < proneural
216862_s_at,CMC4,0.002673764,-0.657894547,subtype: mesenchymal >= proneural
214150_x_at,ATP6V0E1,0.002674438,-0.350945627,subtype: mesenchymal >= proneural
220301_at,CCDC102B,0.002729631,-1.190880478,subtype: mesenchymal >= proneural
203279_at,EDEM1,0.002730165,-0.424608225,subtype: mesenchymal >= proneural
202524_s_at,SPOCK2,0.0027314,-1.087422358,subtype: mesenchymal >= proneural
213248_at,LOC730101,6.45E-06,1.117703296,subtype: mesenchymal < proneural
204280_at,RGS14,0.002733875,-1.5047085,subtype: mesenchymal >= proneural
206932_at,CH25H,0.002750872,-1.435093415,subtype: mesenchymal >= proneural
218685_s_at,SMUG1,0.000678567,0.677252926,subtype: mesenchymal < proneural
200948_at,MLF2,0.000245156,0.527711107,subtype: mesenchymal < proneural
217915_s_at,RSL24D1,0.00484755,0.47789888,subtype: mesenchymal < proneural
203979_at,CYP27A1,0.002769626,-0.701134918,subtype: mesenchymal >= proneural
220441_at,DNAJC22,0.002785858,-1.168668576,subtype: mesenchymal >= proneural
204411_at,KIF21B,2.47E-07,2.946210641,subtype: mesenchymal < proneural
219635_at,ZNF606,0.000186183,0.827892486,subtype: mesenchymal < proneural
209496_at,RARRES2,0.002791559,-1.92116714,subtype: mesenchymal >= proneural
219701_at,TMOD2,0.002139322,0.708811768,subtype: mesenchymal < proneural
204191_at,IFNAR1,0.002791923,-0.438732873,subtype: mesenchymal >= proneural
214560_at,FPR3,0.002794816,-1.692136123,subtype: mesenchymal >= proneural
214768_x_at,IGKC,0.002809549,-1.65400355,subtype: mesenchymal >= proneural
217722_s_at,NGRN,0.003992786,0.336274302,subtype: mesenchymal < proneural
202771_at,PIEZO1,0.002833138,-1.098136116,subtype: mesenchymal >= proneural
215111_s_at,TSC22D1,2.74E-05,0.879278176,subtype: mesenchymal < proneural
201358_s_at,COPB1,0.002854038,-0.312316999,subtype: mesenchymal >= proneural
211484_s_at,DSCAM,2.45E-07,2.337549605,subtype: mesenchymal < proneural
203145_at,SPAG5,0.000329528,0.900057339,subtype: mesenchymal < proneural
206034_at,SERPINB8,0.002856623,-0.652517291,subtype: mesenchymal >= proneural
209790_s_at,CASP6,0.002858308,-0.763153501,subtype: mesenchymal >= proneural
206374_at,DUSP8,0.000131215,0.78814505,subtype: mesenchymal < proneural
204602_at,DKK1,0.002884024,-2.409166843,subtype: mesenchymal >= proneural
202263_at,CYB5R1,0.002912392,-0.737167475,subtype: mesenchymal >= proneural
219403_s_at,HPSE,0.002928116,-0.897058189,subtype: mesenchymal >= proneural
218474_s_at,KCTD5,0.003028669,0.366526004,subtype: mesenchymal < proneural
213312_at,SMIM8,0.002637324,0.563692718,subtype: mesenchymal < proneural
212364_at,MYO1B,0.002933927,-0.782437879,subtype: mesenchymal >= proneural
213009_s_at,TRIM37,7.34E-06,0.755192085,subtype: mesenchymal < proneural
214587_at,COL8A1,0.002946044,-1.676574743,subtype: mesenchymal >= proneural
208123_at,KCNB2,0.002724222,1.697974288,subtype: mesenchymal < proneural
213075_at,OLFML2A,0.002949673,-0.881839933,subtype: mesenchymal >= proneural
202419_at,KDSR,0.002959758,-0.349088942,subtype: mesenchymal >= proneural
200632_s_at,NDRG1,0.002984266,-1.095832955,subtype: mesenchymal >= proneural
210721_s_at,PAK7,1.28E-06,3.39456534,subtype: mesenchymal < proneural
